c_International_plan,c_Voice_mail_plan,Number vmail messages,Total minutes,Total charge,Customer service calls,Churn
0,1,15,666.6,68.94,1,0
0,0,0,724.7,74.99,1,1
0,0,0,600.0,52.76,7,1
0,0,0,702.8999999999999,67.71,2,0
0,0,0,582.4,63.970000000000006,1,0
0,0,0,596.9,59.06,1,0
0,0,0,663.4000000000001,63.19,0,0
0,0,0,551.4999999999999,60.760000000000005,4,0
0,1,32,535.8,58.17,2,0
0,0,0,584.8000000000001,52.699999999999996,4,1
0,0,0,650.8000000000001,76.34,1,1
0,1,29,563.3000000000001,64.14,3,0
0,0,0,672.7,71.91999999999999,1,0
0,0,0,504.1,46.75,5,1
0,1,23,553.6,58.7,4,0
0,0,0,639.9,65.89,3,0
0,0,0,563.1999999999999,58.019999999999996,4,0
0,0,0,552.9999999999999,56.769999999999996,3,0
0,1,25,552.1,55.71000000000001,1,0
0,0,0,584.3,54.08999999999999,1,0
1,0,0,726.6,74.46000000000001,2,1
0,0,0,531.8000000000001,56.85,2,0
0,0,0,678.4,62.75999999999999,2,0
0,0,0,404.5,38.74,1,0
0,0,0,555.3,52.58,1,0
0,0,0,531.9000000000001,45.71,1,0
0,1,23,596.1,57.019999999999996,4,0
0,1,36,446.79999999999995,42.05,2,0
0,0,0,623.6999999999999,54.589999999999996,2,0
0,0,0,804.7,80.35000000000001,0,1
0,1,43,611.9999999999999,54.96,3,0
0,0,0,638.0,55.870000000000005,0,0
0,0,0,687.0,65.67999999999999,1,0
0,0,0,503.59999999999997,49.81,0,0
0,0,0,690.4,76.64,1,1
0,1,25,723.5999999999999,65.1,0,0
0,1,31,481.0,56.45,0,0
0,0,0,502.2,38.85,1,0
0,0,0,656.0,73.75999999999999,1,0
0,0,0,594.0,64.09,0,0
0,0,0,649.9000000000001,63.06,1,1
0,1,23,717.1,67.77,1,0
0,0,0,522.8,51.900000000000006,3,0
0,0,0,551.6999999999999,47.269999999999996,1,1
0,0,0,656.0,64.2,1,0
1,0,0,561.8000000000001,53.59,0,1
0,0,0,587.2,54.269999999999996,2,0
1,0,0,601.4000000000001,63.449999999999996,2,1
1,1,15,482.99999999999994,51.14,1,0
1,1,39,404.1,44.40999999999999,1,0
1,0,0,532.5999999999999,56.24,2,0
0,0,0,693.6,68.27999999999999,0,0
0,1,35,670.5,66.48,0,0
0,0,0,706.9,68.83,2,0
0,1,28,721.3,73.10999999999999,1,0
0,0,0,538.6,55.8,0,0
0,1,42,622.6,62.39,1,0
0,0,0,746.1999999999999,76.08,0,1
0,0,0,494.3,50.519999999999996,4,1
0,1,14,520.9,53.39,2,0
1,0,0,532.6999999999999,50.47,2,1
0,0,0,585.9,62.650000000000006,2,0
0,0,0,640.6,59.5,0,0
0,0,0,486.1,52.11,1,0
1,1,40,612.6,64.14,1,0
0,0,0,700.8000000000001,70.33,1,0
0,1,24,791.9000000000001,79.19,0,0
0,0,0,717.5,74.67,3,1
0,1,39,524.4999999999999,47.209999999999994,2,0
0,0,0,536.6,59.99000000000001,1,0
0,1,29,460.9,46.85999999999999,1,0
1,0,0,614.8000000000001,59.36,0,1
0,1,29,601.8,54.730000000000004,2,0
0,1,31,621.3,64.69000000000001,1,0
0,1,34,587.3,57.300000000000004,1,0
0,0,0,540.8,52.599999999999994,1,0
0,0,0,571.6999999999999,51.26,0,0
0,0,0,714.8999999999999,65.25,1,0
0,0,0,725.0,79.97,1,1
0,1,29,566.4,59.99,1,0
0,0,0,505.20000000000005,49.089999999999996,1,0
0,1,47,563.3000000000001,53.650000000000006,0,0
0,0,0,678.3,68.64999999999999,1,0
0,0,0,424.49999999999994,47.599999999999994,1,0
0,0,0,648.1999999999999,61.089999999999996,2,0
0,1,36,594.0999999999999,70.74000000000001,5,0
0,0,0,655.4,63.75,1,0
1,0,0,621.4,59.959999999999994,0,1
0,0,0,670.5000000000001,68.3,3,0
0,0,0,566.1,63.42,0,0
0,0,0,666.5,61.15999999999999,1,0
0,0,0,674.4,66.92,0,0
0,0,0,589.1999999999999,52.64,3,0
1,0,0,617.9999999999999,73.84,1,0
0,0,0,531.5,55.85999999999999,0,0
0,0,0,541.2,60.79,0,0
0,0,0,560.7,61.13,2,0
0,0,0,507.8,51.15,2,0
0,0,0,628.9,56.01,3,0
0,0,0,539.6999999999999,48.1,1,0
0,1,39,639.8,75.86,1,0
0,1,23,681.5,70.50999999999999,2,0
0,0,0,560.2,58.11,3,0
0,0,0,607.9,58.36,2,0
0,0,0,512.6,53.040000000000006,2,0
0,1,25,585.2,63.5,1,0
0,0,0,551.5,71.58,1,0
0,1,42,698.0,63.68999999999999,7,0
0,0,0,561.0,61.56,1,0
0,0,0,674.7,69.27,2,0
0,1,29,683.7,66.65,0,0
0,1,17,602.4000000000001,62.29999999999999,0,0
1,0,0,537.8000000000001,45.03000000000001,1,1
0,1,26,578.8000000000001,61.28,1,0
0,0,0,568.5000000000001,60.449999999999996,1,0
0,1,21,464.59999999999997,50.81,2,0
0,0,0,601.7,58.519999999999996,2,0
0,1,28,599.4,56.33,4,1
1,0,0,695.1999999999999,66.97999999999999,2,1
0,1,43,525.8,55.489999999999995,1,0
0,1,39,495.90000000000003,51.53000000000001,2,0
1,0,0,513.8,49.96000000000001,2,0
0,0,0,677.1,75.86,2,1
0,0,0,510.7,53.760000000000005,5,1
0,1,25,566.2,53.47,1,0
0,0,0,653.1,62.400000000000006,0,0
0,0,0,644.2,61.89000000000001,1,0
0,0,0,353.5,37.69,2,0
0,0,0,622.6,63.74,1,0
0,0,0,769.8000000000001,76.58999999999999,1,1
0,0,0,633.4000000000001,72.33999999999999,0,0
0,0,0,673.6,63.510000000000005,0,0
0,0,0,694.1,70.23,0,0
1,1,16,498.99999999999994,48.989999999999995,0,1
1,0,0,693.0,74.91,0,1
1,0,0,561.3000000000001,59.35,1,0
0,0,0,671.8000000000001,67.65,0,0
0,0,0,494.09999999999997,50.150000000000006,7,1
1,1,25,578.3,58.11,0,0
0,0,0,637.0,65.36,3,0
0,0,0,803.7,80.01,1,1
0,0,0,667.5,64.36,0,0
0,0,0,653.5,62.57000000000001,0,0
1,0,0,596.9,51.32,2,0
0,0,0,595.1999999999999,57.04,2,0
0,0,0,569.4,55.629999999999995,1,0
0,0,0,604.6,57.4,1,0
1,0,0,631.5,64.84,1,0
0,0,0,743.4,82.26,1,1
0,0,0,525.7,50.25,2,0
0,0,0,581.6999999999999,55.76,4,1
0,0,0,752.3000000000001,79.13,0,1
1,1,33,638.6,65.74000000000001,2,0
1,1,12,541.0999999999999,52.12,2,0
0,0,0,646.0,70.79,1,0
0,0,0,509.09999999999997,45.080000000000005,3,0
1,1,28,445.59999999999997,47.16,0,1
0,0,0,570.6999999999999,63.59,2,0
0,0,0,661.0999999999999,63.14,3,0
1,0,0,563.1999999999999,63.11,0,1
0,0,0,786.4999999999999,78.80000000000001,2,1
0,0,0,535.1000000000001,48.300000000000004,3,0
0,0,0,696.6,75.08,2,1
0,1,40,532.3,47.790000000000006,1,0
0,0,0,684.1,69.14,1,0
0,0,0,623.8,64.58,1,0
1,1,38,552.5,61.01,1,1
0,1,33,517.6,55.75000000000001,4,1
0,0,0,577.9,58.39,2,0
0,1,39,390.29999999999995,43.85,1,0
0,1,28,649.3,64.74000000000001,2,0
0,1,45,555.5999999999999,44.050000000000004,2,0
0,0,0,562.5999999999999,44.63999999999999,0,0
0,0,0,634.5000000000001,62.69,4,0
0,0,0,551.3,52.730000000000004,8,1
0,0,0,524.4,54.42,2,0
0,1,25,420.9,46.15,3,0
0,0,0,718.5999999999999,68.22000000000001,1,0
0,0,0,562.5,55.21,1,0
0,0,0,627.9,57.5,2,0
0,0,0,629.3000000000001,64.82,1,0
0,0,0,450.09999999999997,43.2,3,0
0,0,0,577.3000000000001,65.54,4,0
0,0,0,725.4,71.72,1,0
0,0,0,645.1999999999999,62.919999999999995,2,0
0,0,0,564.3,55.04,2,0
0,0,0,444.1,50.54,3,0
0,0,0,530.4000000000001,50.28,1,0
0,0,0,607.1,58.24,0,0
0,0,0,579.4,55.059999999999995,1,0
0,0,0,699.3000000000001,62.17,1,0
0,0,0,755.7,79.03,1,1
1,1,42,555.4,51.0,3,1
0,0,0,415.29999999999995,38.54,2,0
0,1,33,484.8,58.09,1,0
0,1,30,578.0999999999999,51.150000000000006,1,0
0,0,0,543.1,51.669999999999995,2,1
0,0,0,593.8,56.7,1,0
0,0,0,622.0,59.629999999999995,1,0
0,0,0,673.0,63.35,2,0
0,0,0,598.4,57.480000000000004,0,0
0,1,30,604.2,58.660000000000004,1,0
0,0,0,603.5999999999999,68.17999999999999,1,0
0,0,0,552.5,58.9,1,0
0,0,0,636.3,62.17,0,0
0,0,0,653.5,59.230000000000004,1,0
0,0,0,617.4,60.43000000000001,0,0
0,0,0,471.5,47.5,4,1
0,0,0,594.8000000000001,58.989999999999995,1,0
0,0,0,666.8000000000001,67.62,0,0
0,1,30,578.3000000000001,62.0,3,0
0,0,0,583.3,63.31,1,0
0,0,0,400.09999999999997,42.77,3,0
0,1,31,672.9,67.85,2,0
0,0,0,375.4,40.61,0,0
0,0,0,540.0,51.42999999999999,3,0
0,0,0,612.4,53.07000000000001,3,0
0,0,0,465.0,45.279999999999994,0,0
0,0,0,563.5,57.349999999999994,1,0
0,0,0,629.9,67.21,1,1
0,0,0,557.3,53.24,3,0
0,1,20,603.8,54.24,1,0
0,0,0,601.9000000000001,59.51,5,0
0,1,21,678.6999999999999,76.94000000000001,5,0
0,0,0,468.69999999999993,46.27,2,0
0,1,27,652.0999999999999,68.30000000000001,1,0
1,0,0,630.1,69.94999999999999,2,1
1,0,0,549.8,59.97,3,1
0,0,0,609.8,63.89,1,0
0,0,0,646.6,59.800000000000004,4,0
0,0,0,628.0,62.5,0,0
0,1,4,604.8000000000001,56.209999999999994,3,0
0,0,0,674.1,77.13999999999999,3,1
0,1,16,535.5000000000001,49.93000000000001,2,0
0,0,0,313.0,23.25,0,0
0,0,0,475.49999999999994,50.32,0,0
0,0,0,560.5,54.14000000000001,1,0
0,0,0,593.9,55.550000000000004,2,0
0,0,0,578.0,58.66,1,0
0,0,0,560.8000000000001,60.489999999999995,2,0
0,0,0,701.1,70.26,0,0
0,0,0,435.90000000000003,49.5,0,0
0,1,35,741.6000000000001,78.37,1,0
0,0,0,672.4,66.42,1,0
0,0,0,575.0000000000001,67.28,3,0
0,0,0,471.9,43.26,2,0
0,0,0,447.2,40.69,0,0
0,0,0,532.4,53.71999999999999,3,0
0,0,0,689.5,76.36999999999999,1,1
0,0,0,631.9999999999999,60.58999999999999,3,0
1,0,0,555.1999999999999,58.199999999999996,1,0
0,0,0,643.5999999999999,63.11,4,0
0,0,0,546.0,51.93,1,0
0,1,27,557.7,57.59,3,0
0,0,0,670.1,71.14,3,0
0,1,33,570.1,68.36999999999999,3,0
0,0,0,502.3,48.13,0,0
0,0,0,479.09999999999997,45.24,0,0
0,0,0,589.3,60.629999999999995,3,0
0,0,0,560.5,59.81999999999999,2,0
0,0,0,553.6,57.940000000000005,3,0
0,0,0,569.0,67.37,0,0
0,0,0,649.2,66.99000000000001,3,0
0,1,39,542.2,54.38,3,0
0,1,22,625.9,60.7,1,0
0,0,0,692.7,71.57000000000001,2,0
0,1,26,577.6999999999999,59.269999999999996,1,0
0,0,0,494.1,47.900000000000006,1,0
0,0,0,507.59999999999997,55.49,1,0
0,0,0,542.4,54.49,2,0
0,0,0,617.9,57.95,1,0
0,0,0,792.0,84.67999999999999,1,1
1,0,0,549.4,54.53,0,1
0,1,37,647.3,68.14,1,0
0,0,0,603.6999999999999,56.96,5,0
0,0,0,605.2,56.2,2,0
0,0,0,757.6999999999999,74.8,2,1
0,0,0,697.2,61.14,1,0
0,0,0,714.7,71.14999999999999,3,0
0,0,0,766.2,79.64,1,1
0,1,21,539.0,50.81,1,0
0,1,15,543.6,44.699999999999996,2,0
0,1,34,576.1999999999999,63.339999999999996,2,0
0,1,26,692.5,73.82,1,0
0,0,0,486.19999999999993,46.55,3,0
1,1,30,574.5,57.83,0,0
0,0,0,615.1,69.66,4,0
0,0,0,602.8,56.019999999999996,1,0
0,0,0,619.5,63.65,3,0
0,1,27,582.2,55.07000000000001,3,0
0,1,27,634.0,64.07,2,0
0,0,0,585.8,59.53,1,0
0,0,0,554.5,50.27,2,0
0,0,0,613.9,72.9,0,0
0,0,0,481.20000000000005,49.33,1,0
0,0,0,480.9,54.5,1,0
0,1,16,507.5,43.65,2,0
0,0,0,749.6,73.06,0,0
0,1,25,703.3,69.44999999999999,0,0
0,1,34,618.4999999999999,72.59000000000002,0,0
0,0,0,659.5999999999999,62.68000000000001,1,0
0,0,0,505.30000000000007,44.419999999999995,2,0
0,0,0,589.4000000000001,54.31,2,0
0,0,0,583.7,61.74999999999999,1,0
0,1,26,659.6,64.56,0,0
0,0,0,555.1999999999999,57.019999999999996,4,0
0,0,0,444.8,50.6,1,0
0,0,0,697.8,76.29,0,1
0,0,0,544.4,58.4,1,0
0,0,0,746.4000000000001,69.74,2,0
0,0,0,451.9,48.529999999999994,3,0
0,0,0,645.8,61.29,1,0
0,0,0,632.1,58.58,2,0
0,1,28,545.1999999999999,56.85,2,0
1,0,0,702.7,72.73,4,1
0,0,0,668.2,68.66000000000001,0,0
0,0,0,401.29999999999995,42.46999999999999,1,0
0,0,0,684.8,71.04,2,0
0,0,0,748.9,73.42999999999999,0,0
0,0,0,546.1,49.87,1,0
0,1,23,646.3999999999999,66.91000000000001,0,0
0,0,0,493.8,49.89,3,0
0,1,24,574.4,56.72,2,0
0,0,0,518.4,49.269999999999996,1,0
0,0,0,615.7,54.79,1,0
0,0,0,600.6,58.31,4,0
0,0,0,574.4,63.48000000000001,2,0
0,0,0,696.3000000000001,64.38,1,0
0,1,37,609.3000000000001,67.14,2,0
0,0,0,571.3,59.50000000000001,2,0
0,0,0,621.0999999999999,64.58,0,0
0,0,0,536.1,56.92999999999999,0,0
0,1,28,480.6,58.93000000000001,0,0
0,0,0,546.4,54.18999999999999,2,0
0,0,0,594.9999999999999,55.74,1,0
0,0,0,817.6999999999999,85.52999999999999,3,1
0,1,30,372.6,33.97,0,0
0,0,0,555.1,52.83,0,0
0,0,0,655.1,71.81,2,0
0,0,0,723.8000000000001,80.07,2,1
0,0,0,472.29999999999995,46.02,2,0
0,0,0,639.0,70.55000000000001,0,0
1,1,18,615.1,64.92999999999999,0,1
0,0,0,747.1999999999999,76.38000000000001,2,1
0,0,0,535.2,52.739999999999995,0,0
0,1,19,568.8000000000001,57.42,3,0
0,1,25,512.5,49.599999999999994,2,0
0,0,0,574.4,47.14,0,0
0,0,0,519.3000000000001,51.559999999999995,4,1
0,0,0,799.9000000000001,85.09,2,1
1,0,0,620.3000000000001,62.910000000000004,0,1
0,0,0,484.8,54.51,1,0
0,0,0,581.5,63.11000000000001,4,0
1,0,0,592.0999999999999,57.79,0,1
0,0,0,614.2,58.69,1,0
0,0,0,525.8000000000001,48.87,1,0
0,0,0,464.3,42.28999999999999,1,0
0,0,0,478.09999999999997,33.74,3,0
0,0,0,698.0,71.43,1,0
0,0,0,630.4000000000001,63.71,3,0
0,1,26,469.59999999999997,44.08,2,0
0,1,23,690.3,61.02,2,0
0,0,0,671.1,72.7,1,0
0,1,31,599.5,54.94,1,0
0,0,0,485.8,44.79,3,0
0,1,31,625.6999999999999,63.59,2,0
0,0,0,700.4,69.19,1,0
0,0,0,543.2,55.85,0,0
0,0,0,680.1999999999999,69.66999999999999,1,0
0,0,0,591.5999999999999,63.51,0,0
0,0,0,663.9,64.02,3,0
1,0,0,755.9000000000001,76.53999999999999,3,1
0,0,0,592.0,59.79,4,0
0,1,29,583.7,50.349999999999994,2,0
0,0,0,465.6,44.25000000000001,1,1
0,0,0,479.50000000000006,48.62,3,0
0,0,0,471.90000000000003,46.309999999999995,1,0
1,0,0,541.1999999999999,59.37,0,0
0,0,0,691.2,75.67000000000002,3,1
0,0,0,606.4,56.53,1,0
0,1,33,621.1999999999999,74.53999999999999,0,0
0,0,0,724.4,75.86000000000001,2,1
0,0,0,564.4,50.5,2,0
1,1,26,508.7,57.42,1,0
0,0,0,424.7,39.660000000000004,2,0
1,0,0,741.9000000000001,70.76,2,0
0,0,0,707.1,78.52999999999999,2,1
0,0,0,557.6,56.62,2,0
1,0,0,560.5,44.72,0,1
0,0,0,665.0999999999999,63.910000000000004,1,0
1,0,0,610.1999999999999,54.02,1,1
0,0,0,545.2,56.260000000000005,0,0
0,1,35,725.1,71.81,1,0
0,0,0,716.8,73.53999999999999,1,0
1,0,0,632.0,72.17,3,1
0,0,0,605.9,61.32999999999999,2,0
0,0,0,598.4000000000001,64.22,2,0
0,0,0,584.0,52.81,1,0
0,0,0,479.5,54.56,1,0
0,0,0,621.0,60.040000000000006,0,0
0,0,0,668.6,63.76,0,0
0,0,0,607.8,60.11,1,0
0,0,0,607.4000000000001,64.27000000000001,0,0
1,0,0,392.59999999999997,33.800000000000004,0,1
0,0,0,372.09999999999997,37.86,1,0
0,0,0,516.5,50.739999999999995,3,0
0,0,0,612.5,58.339999999999996,2,0
0,0,0,637.9,61.8,2,0
0,0,0,509.29999999999995,47.730000000000004,0,0
0,1,24,396.3,39.7,2,0
0,0,0,562.0,52.0,2,0
0,1,29,632.6,67.47999999999999,1,0
0,1,37,676.9,65.36,0,0
0,0,0,621.0,60.790000000000006,3,0
0,1,31,678.5,65.38,1,0
0,0,0,571.4,56.580000000000005,4,1
0,0,0,687.6999999999999,60.83,2,0
0,0,0,444.9,41.29,3,0
0,1,27,545.3,48.74,1,0
0,0,0,668.1999999999999,72.89,2,0
1,1,29,568.2,47.45,2,0
0,1,34,558.9,53.89999999999999,1,0
0,1,10,629.0999999999999,65.45,0,0
0,0,0,633.5,65.12,2,0
0,0,0,547.6999999999999,65.37,0,0
0,0,0,522.3,52.48000000000001,1,0
0,0,0,477.4,43.06,2,0
1,0,0,690.1,63.43,4,1
0,0,0,459.90000000000003,46.96,2,0
0,0,0,534.5,51.07,3,0
0,0,0,575.3000000000001,59.73,1,0
0,0,0,480.90000000000003,47.71,0,0
0,0,0,616.1999999999999,58.870000000000005,1,0
1,0,0,480.90000000000003,50.42,3,0
0,0,0,736.0,78.22,0,1
0,1,27,640.1,66.97999999999999,4,0
0,1,36,595.9,65.1,1,0
0,0,0,730.0999999999999,74.92999999999999,0,1
0,0,0,624.9000000000001,64.44,1,0
0,0,0,712.8,79.38,0,1
0,0,0,619.0,67.86,2,0
0,1,22,559.6,58.60999999999999,2,0
0,0,0,611.4,56.629999999999995,5,1
0,1,28,456.0,39.44,3,0
0,0,0,635.5000000000001,62.64,3,0
0,0,0,573.4000000000001,59.53,2,0
0,1,24,616.7,58.870000000000005,0,0
0,0,0,524.5999999999999,57.38999999999999,6,0
0,0,0,509.0,49.72,2,0
0,0,0,633.4,61.190000000000005,1,0
0,0,0,512.7,51.08999999999999,1,0
0,0,0,688.9000000000001,71.96,2,0
0,0,0,581.9,62.01,2,0
0,1,25,709.0,69.8,2,0
1,0,0,541.3,60.459999999999994,2,0
0,1,33,378.2,34.11,3,0
0,0,0,597.2,54.29,1,0
0,1,13,602.8,61.37,1,0
0,0,0,623.8000000000001,69.65,2,0
0,0,0,595.5,56.34,4,1
0,0,0,596.3,59.6,2,0
0,0,0,521.1999999999999,52.91000000000001,0,0
0,1,29,413.29999999999995,30.18,1,0
0,0,0,633.6999999999999,63.21,2,0
0,0,0,532.1,52.269999999999996,2,0
0,0,0,678.5,70.72,1,0
0,0,0,546.1999999999999,52.44,1,0
0,0,0,611.6,63.15,0,0
0,0,0,444.4,41.92,3,0
0,0,0,719.3,68.61999999999999,1,0
0,0,0,462.5,53.53000000000001,1,0
0,0,0,393.0,28.73,1,0
0,1,28,535.8000000000001,53.67,1,0
0,0,0,460.2,47.519999999999996,0,0
0,0,0,615.1999999999999,60.84,1,0
0,1,33,676.2,68.80000000000001,1,0
1,0,0,689.6000000000001,75.03999999999999,1,1
0,1,31,664.3000000000001,77.30000000000001,3,0
1,1,25,733.3,80.13000000000001,1,0
0,1,35,415.20000000000005,37.44,1,0
0,1,26,662.6,71.76,1,0
0,0,0,611.4000000000001,62.24,3,0
0,1,31,763.1000000000001,81.16999999999999,0,0
0,1,37,570.5,64.29,1,0
0,1,16,563.5,53.75999999999999,0,0
0,1,37,420.2,37.18,0,0
0,0,0,740.2,69.68,3,0
0,0,0,666.0,58.59,2,0
0,0,0,478.0,51.06999999999999,2,0
0,1,31,649.4,71.00999999999999,4,0
1,0,0,626.5,64.28,0,0
0,0,0,555.4,55.59,3,0
0,0,0,655.0999999999999,57.870000000000005,0,0
0,0,0,695.1,65.61,1,0
0,0,0,545.5,48.26,1,0
0,1,25,596.1,60.190000000000005,2,0
0,1,38,704.9,67.33999999999999,0,0
0,0,0,620.7,57.98,3,0
0,0,0,469.3,55.39000000000001,5,1
0,0,0,544.8000000000001,53.559999999999995,2,0
0,0,0,580.3999999999999,55.75,1,0
0,1,42,597.0,54.49,0,0
0,0,0,632.9,70.13,3,0
0,0,0,550.5999999999999,56.050000000000004,0,0
0,0,0,720.2,75.87,3,1
0,0,0,627.1,64.88,0,0
1,1,31,652.1,67.17,1,0
0,0,0,533.6,54.03,0,0
0,0,0,440.70000000000005,46.29,0,0
0,0,0,622.2,61.76,1,0
0,0,0,536.9,47.379999999999995,2,0
0,0,0,409.9,38.42,1,0
0,1,27,658.5,68.58999999999999,0,0
0,0,0,668.6999999999999,63.1,0,0
0,0,0,606.2,57.86000000000001,2,0
0,0,0,398.9,32.489999999999995,2,0
0,1,32,488.0,48.34,0,0
0,0,0,684.1,70.31,1,0
0,0,0,571.3000000000001,61.26,1,0
1,0,0,664.1,62.18999999999999,0,0
0,1,25,693.8,72.45000000000002,3,0
0,0,0,708.6999999999999,62.96,1,0
0,0,0,661.6,57.949999999999996,0,0
0,1,35,663.4,67.25,3,0
0,0,0,508.2,53.150000000000006,2,0
1,0,0,478.0,50.300000000000004,1,0
0,0,0,534.3,59.55,3,0
0,0,0,610.5,62.959999999999994,0,0
0,1,30,715.0,78.33,3,0
0,0,0,518.3,51.05,1,0
0,1,35,776.6,76.78,5,0
0,0,0,596.0999999999999,55.72,4,1
0,0,0,757.8,79.69000000000001,2,1
0,0,0,633.9,68.08000000000001,0,0
0,0,0,495.69999999999993,50.58,6,1
0,0,0,555.6999999999999,50.08,1,0
0,0,0,579.7,54.92,1,0
0,0,0,549.4000000000001,51.27,2,0
0,0,0,446.4,40.57,3,0
1,0,0,539.7,54.39,3,1
0,1,37,687.4,66.42999999999999,1,0
0,0,0,675.3999999999999,68.38,4,0
0,0,0,563.2,51.51,2,0
0,0,0,454.19999999999993,43.62,1,0
0,1,17,592.6,61.32,0,0
0,0,0,638.1,53.78000000000001,0,0
0,0,0,566.0,57.52,2,0
1,0,0,554.3,57.339999999999996,1,1
0,0,0,578.1000000000001,62.03000000000001,1,0
0,0,0,632.5,69.99,0,0
0,0,0,520.6,51.6,2,0
0,0,0,666.1,66.52,0,0
0,0,0,347.7,43.32,0,0
0,0,0,615.0,56.660000000000004,2,0
0,0,0,571.1999999999999,57.7,0,0
1,0,0,574.8000000000001,53.980000000000004,1,0
0,0,0,732.0,72.86999999999999,2,0
0,0,0,838.4,84.85,2,1
0,0,0,425.70000000000005,43.32,0,0
0,1,31,585.8000000000001,52.440000000000005,1,0
0,0,0,593.3,64.56,2,0
0,0,0,404.0,38.93000000000001,3,0
0,0,0,634.7,65.04,3,0
0,0,0,515.5,48.66,0,0
0,1,33,602.4000000000001,61.35,0,0
0,1,29,738.4,70.22,1,0
0,1,45,512.7,50.599999999999994,1,0
0,0,0,633.7,70.75,3,0
0,0,0,585.2,65.26,1,0
0,0,0,538.9,53.669999999999995,4,1
0,0,0,561.8000000000001,57.190000000000005,4,0
0,0,0,682.9000000000001,66.85,1,0
0,0,0,566.4,57.43,2,0
0,0,0,647.3,69.99,0,0
1,0,0,610.1,59.660000000000004,0,0
0,0,0,519.9,41.43000000000001,2,0
0,0,0,688.9999999999999,79.58999999999999,1,1
0,1,36,585.5999999999999,50.7,1,1
0,0,0,523.6,58.74,3,0
0,0,0,597.0999999999999,59.41,2,0
0,0,0,598.6999999999999,63.099999999999994,9,1
0,1,22,569.8000000000001,57.64,1,0
0,0,0,402.2,47.16,0,0
0,1,30,565.5,52.31,2,0
1,0,0,705.6999999999999,71.43,0,0
0,0,0,720.9999999999999,72.46,0,0
1,0,0,569.6999999999999,59.93000000000001,2,1
0,1,32,517.9,55.94,6,1
0,0,0,785.4,84.1,1,1
0,0,0,583.3000000000001,62.82,0,1
0,1,19,582.2,56.27,2,0
0,0,0,644.1,57.9,1,0
0,1,25,390.90000000000003,39.97,0,0
0,0,0,597.3000000000001,60.06,3,0
0,0,0,706.5999999999999,67.72,4,0
0,0,0,649.0,76.74000000000001,1,1
0,0,0,521.6,54.199999999999996,1,0
0,0,0,449.9,50.910000000000004,1,0
1,1,39,602.9,56.62,0,0
0,1,33,475.40000000000003,51.199999999999996,5,1
0,0,0,475.0,43.71999999999999,2,0
0,0,0,552.2,61.71,1,0
0,1,29,541.3,59.11,1,1
0,0,0,624.4000000000001,59.879999999999995,2,0
1,1,31,631.1999999999999,64.88000000000001,1,1
0,0,0,610.8000000000001,65.04,1,0
0,1,8,560.8000000000001,49.42,2,0
0,0,0,617.3,60.419999999999995,1,0
0,0,0,661.8,78.86,1,1
0,0,0,712.5999999999999,67.71,0,0
1,0,0,454.2,41.519999999999996,0,0
0,0,0,593.0,53.550000000000004,5,1
0,0,0,600.0,59.449999999999996,2,0
0,0,0,440.9,41.67,2,0
0,0,0,636.9,63.58,0,0
1,0,0,505.80000000000007,52.550000000000004,2,1
0,0,0,436.9,45.419999999999995,0,0
0,1,15,477.69999999999993,45.489999999999995,1,0
0,1,28,498.8,45.44,2,0
0,0,0,615.6,54.10999999999999,1,0
0,0,0,600.1,57.160000000000004,2,0
0,0,0,515.1999999999999,44.349999999999994,6,1
0,1,21,690.6,71.47,2,0
0,1,40,591.1,56.03,0,0
0,1,31,571.5,57.150000000000006,1,0
0,0,0,563.6999999999999,52.349999999999994,4,1
0,0,0,608.2,65.89999999999999,2,0
0,0,0,485.90000000000003,41.059999999999995,0,0
0,1,23,806.1,87.03,1,0
0,0,0,612.5,65.67,1,0
0,1,31,688.3999999999999,56.51,4,1
0,0,0,557.8,57.09,1,0
0,0,0,573.1,60.400000000000006,0,0
0,1,34,677.2,66.73,3,0
0,0,0,451.1,41.58,0,0
0,0,0,547.7,54.660000000000004,2,0
0,0,0,498.2,60.55,3,0
0,0,0,661.5,69.27999999999999,3,0
0,0,0,608.0,52.980000000000004,1,0
0,0,0,667.6,75.52000000000001,2,1
0,1,38,601.1,64.57,1,0
0,0,0,582.3,50.279999999999994,1,0
0,1,23,760.1999999999999,73.53999999999999,1,0
0,0,0,624.0,64.85,4,0
0,0,0,512.1,45.02,2,0
0,0,0,599.5999999999999,64.27,0,0
0,1,32,426.1,39.19,1,0
0,0,0,556.0999999999999,56.65,3,0
0,1,38,512.4,44.519999999999996,0,0
1,0,0,594.4000000000001,58.41,1,0
0,0,0,517.3,50.27,3,0
0,0,0,519.0,51.900000000000006,1,1
0,1,40,659.8,60.059999999999995,0,0
0,1,22,532.2,56.61,0,0
0,0,0,562.9,52.769999999999996,1,0
0,0,0,675.1999999999999,65.66999999999999,1,0
0,1,34,754.9000000000001,81.34,1,0
1,1,29,646.0,63.16,3,1
1,0,0,704.8,64.53,3,0
0,0,0,579.3,61.58,1,0
0,0,0,652.4000000000001,67.8,2,0
0,1,30,650.1,66.89,2,0
0,1,17,771.8,77.55999999999999,1,0
0,0,0,480.69999999999993,49.74,0,0
0,0,0,551.0000000000001,56.260000000000005,0,0
0,0,0,725.2,66.8,1,0
